Row,Col,X,Y,Value
7,69,443964.1429108124,3264673.5478936248,54.381084
7,70,444051.4540745084,3264673.5478936248,-3.402823e+38
8,1,438026.98377948476,3264586.2367299283,206.11674
8,2,438114.29494318075,3264586.2367299283,160.83861
8,3,438201.60610687674,3264586.2367299283,165.18915
8,4,438288.91727057274,3264586.2367299283,143.41031
8,5,438376.22843426873,3264586.2367299283,114.13248
8,6,438463.53959796473,3264586.2367299283,117.58851
8,7,438550.8507616607,3264586.2367299283,140.13002
8,8,438638.1619253567,3264586.2367299283,155.27522
8,9,438725.4730890527,3264586.2367299283,154.00609
8,10,438812.7842527487,3264586.2367299283,86.00285
8,11,438900.0954164447,3264586.2367299283,81.69566
8,12,438987.4065801407,3264586.2367299283,75.48898
8,13,439074.7177438367,3264586.2367299283,90.86504
8,14,439162.0289075327,3264586.2367299283,99.313995
8,15,439249.3400712287,3264586.2367299283,62.342453
8,16,439336.6512349247,3264586.2367299283,98.36885
8,17,439423.9623986207,3264586.2367299283,112.22277
8,18,439511.27356231667,3264586.2367299283,98.25117
8,19,439598.58472601266,3264586.2367299283,106.96573
8,20,439685.89588970866,3264586.2367299283,105.07856
8,21,439773.20705340465,3264586.2367299283,101.507576
8,22,439860.51821710065,3264586.2367299283,82.73673
8,23,439947.82938079664,3264586.2367299283,83.70513
8,24,440035.14054449263,3264586.2367299283,65.253746
8,25,440122.45170818863,3264586.2367299283,59.934536
8,26,440209.7628718846,3264586.2367299283,62.50003
8,27,440297.0740355806,3264586.2367299283,68.73814
8,28,440384.3851992766,3264586.2367299283,99.59063
8,29,440471.6963629726,3264586.2367299283,135.61322
8,30,440559.0075266686,3264586.2367299283,169.23335
8,31,440646.3186903646,3264586.2367299283,167.08875
8,32,440733.6298540606,3264586.2367299283,-3.402823e+38
8,33,440820.9410177566,3264586.2367299283,-3.402823e+38
8,34,440908.2521814526,3264586.2367299283,-3.402823e+38
